bigram,frequency,bigrams
"('eating', 'service')",1,eating service
"('service', 'hit')",1,service hit
"('hit', 'miss')",1,hit miss
"('miss', 'spa')",1,miss spa
"('spa', 'amazing')",1,spa amazing
"('amazing', 'really')",1,amazing really
"('nice', 'relax')",1,nice relax
"('relax', 'told')",1,relax told
"('told', 'ran')",1,told ran
"('drinks', 'always')",1,drinks always
"('outside', 'evening')",1,outside evening
"('towels', 'get')",1,towels get
"('sit', 'outside')",1,sit outside
"('pool', 'little')",1,pool little
"('little', 'disappointing')",1,little disappointing
"('disappointing', 'sun')",1,disappointing sun
"('sun', '3ish')",1,sun 3ish
"('3ish', 'limited')",1,3ish limited
"('limited', 'loungers')",1,limited loungers
"('loungers', 'upstairs')",1,loungers upstairs
"('upstairs', 'bar')",1,upstairs bar
"('bar', 'big')",1,bar big
"('big', 'cold')",1,big cold
"('cold', 'evening')",1,cold evening
"('evening', 'much')",1,evening much
"('much', 'air')",1,much air
"('air', 'con')",1,air con
"('con', 'found')",1,con found
"('found', 'anywhere')",1,found anywhere
"('anywhere', 'sit')",1,anywhere sit
"('ran', 'towels')",1,ran towels
"('room', 'also')",1,room also
"('well', 'really')",1,well really
"('20mins', 'one')",1,20mins one
"('arrival', 'pleasant')",1,arrival pleasant
"('pleasant', 'luggage')",1,pleasant luggage
"('luggage', 'taken')",1,luggage taken
"('taken', 'left')",1,taken left
"('left', 'taxi')",1,left taxi
"('taxi', 'care')",1,taxi care
"('care', 'nothing')",1,care nothing
"('nothing', 'check')",1,nothing check
"('check', 'quick')",1,check quick
"('quick', 'really')",1,quick really
"('really', 'polite')",1,really polite
"('polite', 'agent')",1,polite agent
"('agent', 'brought')",1,agent brought
"('room', 'explaining')",1,room explaining
"('explaining', 'hotel')",1,explaining hotel
"('rooms', 'advantages')",1,rooms advantages
"('advantages', 'well')",1,advantages well
"('one', 'arrival')",1,one arrival
"('coke', 'waited')",1,coke waited
"('also', 'closes')",1,also closes
"('pour', 'coke')",1,pour coke
"('closes', 'blowing')",1,closes blowing
"('blowing', 'candles')",1,blowing candles
"('candles', 'making')",1,candles making
"('making', 'feel')",1,making feel
"('like', 'leave')",1,like leave
"('leave', 'around')",1,leave around
"('around', 'one')",1,around one
"('evening', 'bar')",1,evening bar
"('bar', 'downstairs')",1,bar downstairs
"('downstairs', 'service')",1,downstairs service
"('service', 'could')",1,service could
"('could', 'extremely')",1,could extremely
"('extremely', 'slow')",1,extremely slow
"('slow', 'make')",1,slow make
"('make', 'drink')",1,make drink
"('drink', 'even')",1,drink even
"('even', 'pour')",1,even pour
"('floor', 'loud')",1,floor loud
"('photo', 'view')",1,photo view
"('excellent', 'views')",1,excellent views
"('understand', 'logic')",1,understand logic
"('area', 'restaurant')",1,area restaurant
"('restaurant', 'cons')",1,restaurant cons
"('cons', 'need')",1,cons need
"('charge', 'crazy')",1,charge crazy
"('crazy', 'prices')",1,crazy prices
"('prices', 'drinks')",1,prices drinks
"('drinks', 'totally')",1,drinks totally
"('totally', 'understand')",1,totally understand
"('logic', 'need')",1,logic need
"('mixed', 'views')",1,mixed views
"('charge', 'premium')",1,charge premium
"('premium', 'extent')",1,premium extent
"('extent', 'present')",1,extent present
"('present', 'end')",1,present end
"('end', 'result')",1,end result
"('result', 'empty')",1,result empty
"('empty', 'bar')",1,empty bar
"('bar', 'every')",1,bar every
"('reception', 'bar')",1,reception bar
"('fittings', 'reception')",1,fittings reception
"('level', 'fittings')",1,level fittings
"('high', 'level')",1,high level
"('stay', 'pros')",1,stay pros
"('pros', 'nice')",1,pros nice
"('room', 'corner')",1,room corner
"('suite', 'think')",1,suite think
"('think', 'friendly')",1,think friendly
"('staff', 'plenty')",1,staff plenty
"('plenty', 'efficient')",1,plenty efficient
"('efficient', 'helpful')",1,efficient helpful
"('helpful', 'check')",1,helpful check
"('check', 'taking')",1,check taking
"('taking', 'room')",1,taking room
"('room', 'pointing')",1,room pointing
"('pointing', 'facilities')",1,pointing facilities
"('facilities', 'fantastic')",1,facilities fantastic
"('fantastic', 'decor')",1,fantastic decor
"('decor', 'facilities')",1,decor facilities
"('facilities', 'high')",1,facilities high
"('day', 'evening')",1,day evening
"('evening', 'fantastic')",1,evening fantastic
"('fantastic', 'bar')",1,fantastic bar
"('back', 'best')",1,back best
"('review', 'whilst')",1,review whilst
"('whilst', 'still')",1,whilst still
"('still', 'fresh')",1,still fresh
"('fresh', 'completely')",1,fresh completely
"('completely', 'bad')",1,completely bad
"('bad', 'mouth')",1,bad mouth
"('mouth', 'hotel')",1,mouth hotel
"('hotel', 'areas')",1,hotel areas
"('areas', 'definite')",1,areas definite
"('definite', 'improvement')",1,definite improvement
"('improvement', 'namely')",1,improvement namely
"('namely', 'getting')",1,namely getting
"('getting', 'rid')",1,getting rid
"('rid', 'couple')",1,rid couple
"('couple', 'employees')",1,couple employees
"('employees', 'drag')",1,employees drag
"('drag', 'standards')",1,drag standards
"('best', 'review')",1,best review
"('morning', 'back')",1,morning back
"('area', 'setting')",1,area setting
"('hotel', 'morning')",1,hotel morning
"('setting', 'would')",1,setting would
"('spend', 'upwards')",1,spend upwards
"('upwards', 'cheapest')",1,upwards cheapest
"('cheapest', 'bottle')",1,cheapest bottle
"('wine', 'cocktail')",1,wine cocktail
"('cocktail', 'half')",1,cocktail half
"('half', 'quarter')",1,half quarter
"('quarter', 'price')",1,quarter price
"('price', 'stones')",1,price stones
"('stones', 'throw')",1,stones throw
"('throw', 'away')",1,throw away
"('away', 'great')",1,away great
"('hotel', 'iron')",1,hotel iron
"('iron', 'girlfriend')",1,iron girlfriend
"('girlfriend', 'literally')",1,girlfriend literally
"('literally', 'left')",1,literally left
"('left', 'naples')",1,left naples
"('views', 'night')",1,views night
"('hotel', 'mixed')",1,hotel mixed
"('attached', 'photo')",1,attached photo
"('iron', 'ironing')",1,iron ironing
"('overcharged', 'close')",1,overcharged close
"('close', '000')",1,close 000
"('000', 'euro')",1,000 euro
"('euro', 'pain')",1,euro pain
"('pain', 'get')",1,pain get
"('get', 'corrected2')",1,get corrected2
"('corrected2', 'access')",1,corrected2 access
"('access', 'iron')",1,access iron
"('ironing', 'board')",1,ironing board
"('departed', 'romeo')",1,departed romeo
"('board', 'really')",1,board really
"('really', 'much')",1,really much
"('much', 'ask')",1,much ask
"('ask', 'paying')",1,ask paying
"('paying', '400')",1,paying 400
"('400', 'euro')",1,400 euro
"('euro', 'night')",1,euro night
"('night', 'needed')",1,night needed
"('card', 'overcharged')",1,card overcharged
"('furthermore', 'credit')",1,furthermore credit
"('course', 'furthermore')",1,course furthermore
"('hotel', 'course')",1,hotel course
"('hotel', 'failed')",1,hotel failed
"('failed', 'rectify')",1,failed rectify
"('rectify', 'faulty')",1,rectify faulty
"('faulty', 'shower')",1,faulty shower
"('room', 'number')",1,room number
"('number', 'requests')",1,number requests
"('requests', 'decent')",1,requests decent
"('location', 'priced')",1,location priced
"('priced', 'excessively')",1,priced excessively
"('excessively', 'high')",1,excessively high
"('high', 'better')",1,high better
"('better', 'value')",1,better value
"('value', 'elsewhere')",1,value elsewhere
"('elsewhere', 'probably')",1,elsewhere probably
"('probably', 'less')",1,probably less
"('money', 'spent')",1,money spent
"('spent', 'design')",1,spent design
"('needed', 'quick')",1,needed quick
"('quick', 'second')",1,quick second
"('second', 'ironing')",1,second ironing
"('refreshing', 'truly')",1,refreshing truly
"('think', 'best')",1,think best
"('beautiful', 'stylish')",1,beautiful stylish
"('stylish', 'hotel')",1,stylish hotel
"('well', 'placed')",1,well placed
"('placed', 'within')",1,placed within
"('distance', 'key')",1,distance key
"('key', 'areas')",1,key areas
"('areas', 'see')",1,areas see
"('see', 'everyone')",1,see everyone
"('everyone', 'super')",1,everyone super
"('arrangements', 'needed')",1,arrangements needed
"('needed', 'especially')",1,needed especially
"('especially', 'taxi')",1,especially taxi
"('airport', 'bed')",1,airport bed
"('comfortable', 'view')",1,comfortable view
"('port', 'recently')",1,port recently
"('recently', 'departed')",1,recently departed
"('truly', 'think')",1,truly think
"('beautiful', 'refreshing')",1,beautiful refreshing
"('ironing', 'absurd')",1,ironing absurd
"('spa', 'hotel')",1,spa hotel
"('absurd', 'expect')",1,absurd expect
"('expect', 'guests')",1,expect guests
"('guests', 'pay')",1,guests pay
"('pay', 'external')",1,pay external
"('external', 'service')",1,external service
"('suite', 'incredible')",1,suite incredible
"('incredible', 'remarked')",1,incredible remarked
"('remarked', 'never')",1,remarked never
"('never', 'seen')",1,never seen
"('room', 'like')",1,room like
"('like', 'absolutely')",1,like absolutely
"('absolutely', 'stunning')",1,absolutely stunning
"('stunning', 'relaxing')",1,stunning relaxing
"('relaxing', 'much')",1,relaxing much
"('much', 'fun')",1,much fun
"('fun', 'steam')",1,fun steam
"('room', 'awesome')",1,room awesome
"('standards', 'yes')",1,standards yes
"('yes', 'hotel')",1,yes hotel
"('hotel', 'fancy')",1,hotel fancy
"('never', 'experienced')",1,never experienced
"('bar', 'stunning')",1,bar stunning
"('stunning', 'art')",1,stunning art
"('throughout', 'place')",1,throughout place
"('place', 'spa')",1,place spa
"('area', 'hotel')",1,area hotel
"('hotel', 'stunning')",1,hotel stunning
"('stunning', 'something')",1,stunning something
"('something', 'never')",1,something never
"('experienced', 'multitude')",1,experienced multitude
"('fancy', 'art')",1,fancy art
"('multitude', 'different')",1,multitude different
"('different', 'saunas')",1,different saunas
"('saunas', 'steam')",1,saunas steam
"('steam', 'rooms')",1,steam rooms
"('rooms', 'plunge')",1,rooms plunge
"('plunge', 'pools')",1,plunge pools
"('pools', 'truly')",1,pools truly
"('truly', 'worth')",1,truly worth
"('great', 'lobby')",1,great lobby
"('restaurants', 'great')",1,restaurants great
"('pool', 'restaurants')",1,pool restaurants
"('great', 'roof')",1,great roof
"('got', 'two')",1,got two
"('two', 'tiny')",1,two tiny
"('tiny', 'pieces')",1,tiny pieces
"('pieces', 'wheat')",1,pieces wheat
"('wheat', 'bread')",1,wheat bread
"('bread', 'spa')",1,bread spa
"('spa', 'hand')",1,spa hand
"('hand', 'lovely')",1,hand lovely
"('lovely', 'experience')",1,lovely experience
"('experience', 'ladies')",1,experience ladies
"('ladies', 'helpful')",1,ladies helpful
"('attentive', 'great')",1,attentive great
"('job', 'hotel')",1,job hotel
"('hotel', 'general')",1,hotel general
"('general', 'priced')",1,general priced
"('priced', 'highly')",1,priced highly
"('recommend', 'staying')",1,recommend staying
"('worth', 'staying')",1,worth staying
"('hotel', 'alone')",1,hotel alone
"('alone', 'rooms')",1,alone rooms
"('accommodation', 'featuring')",1,accommodation featuring
"('views', 'harbour')",1,views harbour
"('harbour', 'gulf')",1,harbour gulf
"('vesuvius', 'last')",1,vesuvius last
"('last', 'nights')",1,last nights
"('nights', 'honeymoon')",1,nights honeymoon
"('honeymoon', 'paid')",1,honeymoon paid
"('paid', 'extra')",1,paid extra
"('extra', 'view')",1,extra view
"('view', 'could')",1,view could
"('could', 'stayed')",1,could stayed
"('stayed', 'anywhere')",1,stayed anywhere
"('anywhere', 'naples')",1,anywhere naples
"('naples', 'specifically')",1,naples specifically
"('harbor', 'views')",1,harbor views
"('views', 'please')",1,views please
"('please', 'see')",1,please see
"('see', 'attached')",1,see attached
"('featuring', 'views')",1,featuring views
"('luxury', 'accommodation')",1,luxury accommodation
"('luxurious', 'perfect')",1,luxurious perfect
"('described', 'luxury')",1,described luxury
"('perfect', 'weeks')",1,perfect weeks
"('weeks', 'road')",1,weeks road
"('road', 'around')",1,road around
"('around', 'italy')",1,around italy
"('italy', 'staff')",1,italy staff
"('staff', 'truly')",1,staff truly
"('outstanding', 'attentive')",1,outstanding attentive
"('attentive', 'food')",1,attentive food
"('drinks', 'great')",1,drinks great
"('great', 'top')",1,great top
"('top', 'marks')",1,top marks
"('marks', 'around')",1,marks around
"('around', 'booking')",1,around booking
"('booking', 'online')",1,booking online
"('online', 'specifically')",1,online specifically
"('selected', 'room')",1,selected room
"('view', 'described')",1,view described
"('toast', 'got')",1,toast got
"('rye', 'toast')",1,rye toast
"('benedict', 'rye')",1,benedict rye
"('namely', 'loredana')",1,namely loredana
"('silvana', 'francesca')",1,silvana francesca
"('francesca', 'one')",1,francesca one
"('one', 'catch')",1,one catch
"('catch', 'name')",1,catch name
"('name', 'seemed')",1,name seemed
"('seemed', 'work')",1,seemed work
"('work', 'mostly')",1,work mostly
"('mostly', 'daytime')",1,mostly daytime
"('daytime', 'fantastic')",1,daytime fantastic
"('fantastic', 'excellent')",1,fantastic excellent
"('service', 'always')",1,service always
"('always', 'friendly')",1,always friendly
"('friendly', 'arrival')",1,friendly arrival
"('arrival', 'greeted')",1,arrival greeted
"('greeted', 'friendly')",1,greeted friendly
"('friendly', 'doorman')",1,friendly doorman
"('doorman', 'check')",1,doorman check
"('loredana', 'silvana')",1,loredana silvana
"('service', 'namely')",1,service namely
"('procedure', 'quick')",1,procedure quick
"('mostly', 'service')",1,mostly service
"('art', 'installations')",1,art installations
"('installations', 'nice')",1,installations nice
"('nice', 'decor')",1,nice decor
"('decor', 'yes')",1,decor yes
"('yes', 'michelin')",1,yes michelin
"('restaurant', 'bother')",1,restaurant bother
"('bother', 'however')",1,bother however
"('however', 'ate')",1,however ate
"('ate', 'beluga')",1,ate beluga
"('restaurant', 'least')",1,restaurant least
"('least', 'day')",1,least day
"('day', 'say')",1,day say
"('say', 'without')",1,say without
"('without', 'shadow')",1,without shadow
"('shadow', 'doubt')",1,shadow doubt
"('doubt', 'ladies')",1,doubt ladies
"('ladies', 'mostly')",1,ladies mostly
